Event_ID,Event_DateTime,Attack_Type_ID,Source_IP_ID,Country_ID,Severity_ID,System_ID,Packets,Bytes_Transferred,Detection_Time_Min,Response_Time_Min,Status
E003167,2023-03-01,AT01,IP0047,C07,S3,SYS05,12428,7849065,11,32,Mitigated
E003168,2024-07-01,AT03,IP0255,C06,S3,SYS07,9317,5860916,5,42,Mitigated
E003169,2023-10-01,AT01,IP0071,C01,S4,SYS03,46180,2377313,10,31,Mitigated
E003170,2023-07-11,AT02,IP0008,C02,S2,SYS05,37995,9435076,13,66,Escalated
E003171,2023-01-15,AT02,IP0046,C03,S1,SYS03,38723,6769785,10,15,Mitigated
E003172,2023-02-15,AT08,IP0221,C07,S3,SYS04,37141,9487776,1,9,Escalated
E003173,2024-06-25,AT03,IP0019,C08,S3,SYS02,33111,7182172,5,31,Mitigated
E003174,2024-02-06,AT01,IP0248,C04,S3,SYS01,34595,9056278,6,60,Escalated
E003175,2024-04-03,AT10,IP0225,C07,S2,SYS06,35936,4381385,6,16,Mitigated
E003176,2024-11-09,AT02,IP0296,C08,S2,SYS06,18684,6068147,2,13,Escalated
E003177,2024-03-01,AT02,IP0107,C05,S2,SYS02,11918,8773759,12,18,Mitigated
E003178,2024-12-12,AT04,IP0196,C06,S3,SYS03,30035,4776122,1,24,Mitigated
E003179,2024-03-12,AT01,IP0297,C06,S3,SYS02,27612,1175442,14,20,Mitigated
E003180,2024-12-19,AT01,IP0062,C02,S1,SYS03,12344,3052321,5,57,Mitigated
E003181,2024-06-16,AT05,IP0194,C05,S3,SYS03,47343,4042487,1,24,Escalated
E003182,2023-08-04,AT04,IP0146,C08,S4,SYS01,11091,3797624,4,46,Escalated
E003183,2023-12-06,AT01,IP0288,C08,S1,SYS04,45289,7397439,14,41,Resolved
E003184,2023-09-23,AT01,IP0223,C08,S3,SYS04,30257,9566968,3,31,Resolved
E003185,2023-09-06,AT03,IP0159,C02,S3,SYS04,9696,4649979,13,20,Mitigated
E003186,2024-09-27,AT02,IP0018,C05,S2,SYS07,20723,3920295,12,42,Resolved
E003187,2023-06-16,AT01,IP0181,C06,S3,SYS06,16817,4814978,5,20,Mitigated
E003188,2024-06-04,AT02,IP0198,C05,S1,SYS05,5168,2319627,11,70,Resolved
E003189,2023-10-11,AT04,IP0226,C02,S5,SYS01,20223,304635,6,29,Escalated
E003190,2023-10-02,AT03,IP0292,C07,S2,SYS02,30439,2025259,4,26,Resolved
E003191,2024-04-02,AT01,IP0239,C01,S3,SYS02,37992,4794573,3,15,Resolved
E003192,2023-11-24,AT01,IP0083,C08,S2,SYS04,13577,654236,7,49,Escalated
E003193,2023-10-15,AT01,IP0041,C06,S2,SYS05,10217,7262950,12,21,Resolved
E003194,2024-12-08,AT08,IP0287,C06,S3,SYS05,17734,8459341,7,53,Resolved
E003195,2024-09-22,AT01,IP0223,C04,S2,SYS03,6499,4911667,11,58,Resolved
E003196,2024-09-06,AT05,IP0150,C04,S4,SYS03,33562,4808895,6,18,Escalated
E003197,2024-12-19,AT01,IP0157,C02,S1,SYS04,48287,9729719,14,37,Escalated
E003198,2023-01-28,AT08,IP0125,C05,S3,SYS03,7039,8492465,8,29,Escalated
E003199,2023-03-19,AT02,IP0139,C07,S2,SYS03,9950,9757263,12,57,Mitigated
E003200,2023-05-24,AT03,IP0288,C03,S3,SYS02,39511,3816067,2,22,Mitigated
E003201,2023-04-14,AT01,IP0216,C03,S2,SYS05,47406,5674176,7,33,Escalated
E003202,2023-01-04,AT02,IP0295,C05,S5,SYS01,43995,7614336,8,67,Mitigated
E003203,2023-02-08,AT01,IP0293,C08,S5,SYS02,29647,882409,8,67,Mitigated
E003204,2024-12-02,AT04,IP0246,C01,S1,SYS04,23584,2690815,1,26,Resolved
E003205,2023-08-18,AT01,IP0179,C04,S4,SYS03,40949,7826537,5,55,Escalated
E003206,2024-10-30,AT05,IP0173,C08,S3,SYS07,44288,965020,12,67,Escalated
E003207,2024-10-08,AT01,IP0020,C04,S4,SYS01,37175,2540954,9,33,Mitigated
E003208,2023-02-23,AT01,IP0156,C07,S3,SYS01,45916,6240654,8,19,Mitigated
E003209,2023-12-26,AT05,IP0028,C01,S2,SYS02,24598,9970917,3,53,Escalated
E003210,2024-04-15,AT07,IP0059,C04,S1,SYS06,42375,7594252,13,27,Resolved
E003211,2023-02-02,AT01,IP0183,C07,S2,SYS02,8399,2874274,11,50,Resolved
E003212,2024-08-09,AT03,IP0242,C01,S3,SYS05,15957,1593340,2,59,Resolved
E003213,2024-04-16,AT09,IP0294,C04,S1,SYS01,32138,6997088,5,63,Resolved
E003214,2024-06-17,AT05,IP0097,C05,S3,SYS06,16809,2870208,4,30,Resolved
E003215,2023-08-14,AT02,IP0038,C04,S2,SYS05,26891,2391232,9,16,Escalated
E003216,2024-07-11,AT02,IP0152,C03,S4,SYS02,5997,708527,9,53,Resolved
E003217,2024-12-31,AT01,IP0070,C01,S3,SYS07,14275,7537987,8,35,Mitigated
E003218,2024-01-08,AT01,IP0094,C05,S3,SYS04,20973,2548382,3,22,Mitigated
E003219,2024-08-03,AT04,IP0119,C08,S1,SYS06,38922,3458365,1,23,Escalated
E003220,2023-08-13,AT02,IP0203,C01,S4,SYS01,36601,9052761,13,34,Escalated
E003221,2024-01-04,AT06,IP0161,C03,S5,SYS05,18165,898086,10,46,Resolved
E003222,2024-07-16,AT02,IP0026,C03,S3,SYS07,47425,7124311,7,25,Escalated
E003223,2024-07-14,AT01,IP0250,C08,S3,SYS03,47503,4694472,12,28,Mitigated
E003224,2024-12-06,AT02,IP0020,C05,S2,SYS02,47231,5598396,2,52,Resolved
E003225,2023-11-27,AT01,IP0188,C01,S2,SYS02,20091,7732413,5,14,Mitigated
E003226,2023-04-03,AT06,IP0144,C07,S3,SYS04,13964,8863532,5,59,Resolved
E003227,2024-09-20,AT01,IP0082,C04,S4,SYS02,31968,8150225,3,56,Mitigated
E003228,2023-04-06,AT03,IP0120,C01,S2,SYS02,47541,5040881,14,62,Mitigated
E003229,2024-05-09,AT01,IP0056,C04,S3,SYS02,20430,6895438,14,38,Mitigated
E003230,2024-05-20,AT01,IP0130,C07,S2,SYS04,24918,4473898,12,26,Resolved
E003231,2023-01-20,AT01,IP0220,C08,S3,SYS03,36188,2514430,2,33,Mitigated
E003232,2024-01-03,AT02,IP0245,C06,S3,SYS07,7728,3378395,2,10,Resolved
E003233,2023-09-10,AT01,IP0089,C05,S4,SYS06,7288,4465807,1,22,Resolved
E003234,2023-10-15,AT01,IP0089,C04,S1,SYS06,22127,7195766,4,33,Escalated
E003235,2023-12-16,AT03,IP0250,C03,S2,SYS02,17302,8151752,1,24,Mitigated
E003236,2024-02-08,AT01,IP0068,C01,S4,SYS02,6083,7622668,5,25,Escalated
E003237,2023-04-11,AT01,IP0298,C01,S1,SYS01,46356,9989701,6,53,Resolved
E003238,2024-03-21,AT05,IP0068,C05,S5,SYS01,21592,8315932,10,66,Resolved
E003239,2024-02-12,AT01,IP0212,C05,S4,SYS06,10850,6161028,1,38,Escalated
E003240,2023-09-30,AT02,IP0053,C08,S4,SYS06,26777,7305214,7,59,Escalated
E003241,2024-02-09,AT04,IP0134,C07,S2,SYS01,22022,6359916,6,12,Escalated
E003242,2023-07-20,AT06,IP0094,C05,S3,SYS01,9019,4369322,10,67,Resolved
E003243,2023-05-13,AT02,IP0275,C08,S3,SYS02,14895,8406549,10,35,Escalated
E003244,2023-03-01,AT02,IP0259,C02,S1,SYS02,34136,6343279,3,27,Mitigated
E003245,2024-03-02,AT01,IP0300,C06,S1,SYS04,38796,5425325,9,55,Resolved
E003246,2024-08-22,AT05,IP0131,C03,S2,SYS02,40251,2191823,8,63,Resolved
E003247,2023-09-03,AT01,IP0294,C02,S2,SYS07,36547,1704552,8,59,Mitigated
E003248,2024-07-03,AT01,IP0025,C02,S1,SYS05,12304,6123762,3,62,Resolved
E003249,2024-08-07,AT09,IP0178,C07,S1,SYS07,38160,406688,8,16,Escalated
E003250,2024-06-03,AT04,IP0038,C08,S3,SYS07,40234,1575785,4,59,Mitigated
E003251,2023-04-05,AT07,IP0019,C04,S3,SYS05,5461,9548649,12,34,Mitigated
E003252,2023-12-08,AT02,IP0129,C06,S3,SYS02,37640,2535293,2,30,Escalated
E003253,2024-10-13,AT01,IP0057,C08,S4,SYS01,29529,736904,8,47,Mitigated
E003254,2023-08-03,AT01,IP0199,C05,S5,SYS02,28229,8049700,5,24,Mitigated
E003255,2023-01-13,AT03,IP0011,C06,S2,SYS07,30651,1891599,13,71,Resolved
E003256,2023-10-12,AT01,IP0091,C07,S1,SYS06,39261,3959567,7,38,Resolved
E003257,2024-06-24,AT04,IP0196,C04,S2,SYS02,42931,6733433,13,34,Escalated
E003258,2023-05-13,AT05,IP0101,C04,S3,SYS03,44456,3797027,9,18,Resolved
E003259,2023-06-09,AT01,IP0010,C05,S4,SYS05,23447,6348227,12,42,Escalated
E003260,2024-03-26,AT02,IP0170,C01,S3,SYS03,45984,8570076,6,65,Resolved
E003261,2023-05-22,AT01,IP0192,C07,S2,SYS07,38337,4295659,2,56,Escalated
E003262,2024-08-02,AT04,IP0161,C04,S1,SYS07,21086,8210910,9,46,Escalated
E003263,2024-01-11,AT02,IP0094,C07,S2,SYS04,19220,4291960,12,27,Escalated
E003264,2023-03-07,AT04,IP0163,C07,S2,SYS02,16308,1509616,8,15,Resolved
E003265,2024-07-10,AT01,IP0243,C06,S5,SYS07,32541,6079085,3,52,Mitigated
E003266,2024-04-05,AT01,IP0079,C01,S2,SYS04,23223,6856113,11,57,Mitigated
E003267,2023-05-25,AT07,IP0043,C03,S2,SYS07,6737,6998148,13,59,Escalated
E003268,2023-04-11,AT01,IP0294,C03,S3,SYS02,17326,8971946,13,23,Escalated
E003269,2023-10-13,AT01,IP0211,C04,S1,SYS01,10213,5578483,9,57,Mitigated
E003270,2024-08-02,AT03,IP0298,C07,S2,SYS02,49047,1012350,10,51,Resolved
E003271,2023-01-27,AT01,IP0079,C07,S3,SYS02,13796,4081279,13,23,Escalated
E003272,2023-04-26,AT05,IP0093,C01,S3,SYS04,21820,5717295,9,50,Resolved
E003273,2024-10-06,AT01,IP0264,C01,S3,SYS06,45875,4103201,2,25,Escalated
E003274,2023-02-22,AT03,IP0105,C02,S1,SYS02,20051,7707085,10,24,Escalated
E003275,2024-08-22,AT03,IP0023,C05,S4,SYS05,47789,4122564,2,25,Escalated
E003276,2023-10-14,AT07,IP0081,C02,S2,SYS07,5461,8537108,11,63,Escalated
E003277,2023-08-27,AT01,IP0049,C03,S4,SYS07,17128,1678066,2,8,Mitigated
E003278,2024-05-07,AT02,IP0058,C06,S2,SYS05,36238,1752122,12,43,Mitigated
E003279,2024-11-29,AT07,IP0275,C08,S3,SYS04,23047,7377797,5,16,Resolved
E003280,2024-12-01,AT07,IP0299,C02,S1,SYS05,36583,1622968,2,39,Resolved
E003281,2023-06-09,AT01,IP0200,C05,S3,SYS03,25133,9192867,14,56,Mitigated
E003282,2024-06-02,AT06,IP0022,C07,S3,SYS02,38033,5344258,12,34,Escalated
E003283,2023-09-13,AT08,IP0255,C08,S5,SYS06,47774,6057848,8,66,Escalated
E003284,2023-05-17,AT02,IP0267,C06,S4,SYS07,9814,9202303,1,23,Escalated
E003285,2023-05-04,AT09,IP0145,C07,S3,SYS06,15000,7914072,5,29,Resolved
E003286,2024-11-08,AT05,IP0223,C03,S1,SYS02,19227,4442655,11,28,Resolved
E003287,2024-01-20,AT04,IP0073,C07,S1,SYS07,47736,6356926,9,55,Mitigated
E003288,2023-05-03,AT01,IP0009,C05,S2,SYS06,14651,9359503,5,10,Mitigated
E003289,2023-06-30,AT01,IP0130,C04,S2,SYS07,9637,6556645,12,37,Mitigated
E003290,2023-07-16,AT01,IP0262,C02,S3,SYS01,16522,4161088,11,44,Resolved
E003291,2024-01-29,AT07,IP0209,C05,S3,SYS05,18892,7468095,11,60,Escalated
E003292,2024-03-08,AT03,IP0264,C04,S3,SYS01,6363,3917779,2,53,Escalated
E003293,2024-10-28,AT03,IP0222,C07,S1,SYS04,22648,2530171,4,47,Mitigated
E003294,2024-05-31,AT05,IP0002,C01,S4,SYS01,10848,9076073,13,43,Resolved
E003295,2024-07-21,AT08,IP0277,C06,S4,SYS02,23405,2313587,13,63,Escalated
E003296,2024-11-04,AT02,IP0002,C06,S4,SYS06,26471,4916564,6,36,Mitigated
E003297,2023-07-18,AT01,IP0126,C04,S2,SYS05,48239,6515267,8,43,Escalated
E003298,2023-07-02,AT01,IP0083,C07,S2,SYS07,43022,5433748,10,20,Escalated
E003299,2023-06-10,AT01,IP0032,C01,S4,SYS04,9354,5964551,11,23,Resolved
E003300,2023-06-12,AT03,IP0235,C07,S3,SYS02,15156,5572177,14,39,Mitigated
E003301,2023-02-06,AT01,IP0106,C07,S3,SYS06,42976,9783138,7,26,Mitigated
E003302,2023-10-04,AT01,IP0043,C06,S3,SYS06,34811,8662723,14,32,Mitigated
E003303,2024-09-23,AT07,IP0207,C03,S5,SYS04,16544,7636094,3,12,Resolved
E003304,2023-08-30,AT01,IP0157,C02,S3,SYS01,21705,8551739,11,23,Mitigated
E003305,2023-12-13,AT01,IP0081,C04,S3,SYS02,28089,2008924,9,23,Escalated
E003306,2024-03-26,AT04,IP0277,C04,S1,SYS03,37859,2201029,7,32,Mitigated
E003307,2024-06-04,AT02,IP0033,C08,S3,SYS03,12676,1180394,8,45,Escalated
E003308,2024-02-22,AT08,IP0011,C07,S4,SYS04,47368,9454292,13,61,Resolved
E003309,2023-10-30,AT02,IP0217,C06,S3,SYS07,38241,8013741,1,8,Escalated
E003310,2023-06-09,AT01,IP0276,C02,S3,SYS07,22077,8370199,13,40,Escalated
E003311,2023-08-13,AT06,IP0039,C03,S2,SYS04,22619,2059859,8,66,Escalated
E003312,2024-10-05,AT02,IP0236,C02,S3,SYS03,18211,6412625,6,43,Escalated
E003313,2024-09-25,AT02,IP0127,C05,S4,SYS03,11634,4622824,6,40,Escalated
E003314,2024-04-05,AT02,IP0009,C03,S4,SYS06,26318,1688269,12,70,Resolved
E003315,2024-11-20,AT02,IP0205,C07,S3,SYS07,20847,2744987,12,33,Mitigated
E003316,2023-10-31,AT04,IP0049,C03,S2,SYS03,32451,4170971,12,60,Resolved
E003317,2023-09-14,AT01,IP0290,C03,S3,SYS03,14157,1236518,5,14,Resolved
E003318,2023-06-08,AT01,IP0223,C01,S2,SYS07,12432,354686,7,64,Resolved
E003319,2023-06-18,AT05,IP0297,C01,S4,SYS04,16194,7061635,6,55,Resolved
E003320,2023-09-25,AT04,IP0211,C07,S1,SYS05,19674,7909291,2,51,Resolved
E003321,2023-01-06,AT01,IP0203,C08,S3,SYS01,42391,991751,4,18,Escalated
E003322,2024-09-20,AT01,IP0235,C05,S4,SYS06,45550,6776909,6,14,Escalated
E003323,2024-02-04,AT02,IP0293,C05,S3,SYS04,10156,2759720,11,60,Resolved
E003324,2024-02-02,AT01,IP0259,C05,S3,SYS01,19185,6606798,13,52,Resolved
E003325,2023-04-24,AT02,IP0235,C06,S2,SYS02,48408,8737278,4,29,Resolved
E003326,2024-06-30,AT05,IP0274,C02,S3,SYS04,17452,2802348,6,45,Resolved
E003327,2023-04-08,AT05,IP0136,C05,S3,SYS03,18434,4110112,9,45,Mitigated
E003328,2023-04-07,AT06,IP0264,C07,S2,SYS01,38785,5576946,1,40,Resolved
E003329,2024-10-06,AT09,IP0017,C03,S1,SYS04,13373,5437831,5,61,Mitigated
E003330,2024-10-19,AT09,IP0205,C05,S1,SYS05,23336,1284348,11,35,Escalated
E003331,2023-05-23,AT08,IP0279,C03,S1,SYS03,29838,9952997,14,32,Escalated
E003332,2023-02-23,AT06,IP0054,C04,S2,SYS01,45149,6966968,5,45,Escalated
E003333,2023-04-21,AT07,IP0098,C01,S3,SYS03,36852,6140244,3,43,Resolved
E003334,2023-08-23,AT01,IP0283,C04,S4,SYS05,38583,9787721,11,49,Escalated
E003335,2024-06-23,AT05,IP0055,C06,S2,SYS04,17289,1635621,11,57,Mitigated
E003336,2023-11-06,AT01,IP0229,C06,S5,SYS01,11505,6960071,14,20,Mitigated
E003337,2024-06-19,AT01,IP0177,C07,S1,SYS07,9685,5327500,10,62,Escalated
E003338,2024-07-02,AT02,IP0183,C04,S3,SYS01,24517,1455253,1,47,Resolved
E003339,2024-05-04,AT02,IP0134,C04,S1,SYS07,8671,5544429,12,48,Resolved
E003340,2023-10-15,AT09,IP0151,C07,S3,SYS04,23286,8664639,5,60,Escalated
E003341,2024-04-07,AT01,IP0010,C02,S4,SYS05,29544,4741731,13,66,Resolved
E003342,2024-01-22,AT01,IP0018,C01,S4,SYS01,44888,8142434,9,43,Escalated
E003343,2024-10-02,AT05,IP0063,C01,S3,SYS02,42487,3628803,13,61,Resolved
E003344,2024-04-09,AT08,IP0130,C03,S2,SYS05,15864,6482386,2,29,Escalated
E003345,2024-01-11,AT08,IP0141,C06,S2,SYS04,17624,9944107,6,46,Escalated
E003346,2023-12-03,AT08,IP0192,C03,S3,SYS03,17647,4784790,5,57,Mitigated
E003347,2024-06-12,AT02,IP0065,C02,S4,SYS03,44449,8294701,11,55,Resolved
E003348,2023-04-07,AT04,IP0245,C03,S3,SYS03,21719,4294360,11,53,Resolved
E003349,2023-12-15,AT05,IP0093,C02,S2,SYS05,8147,6198385,6,57,Mitigated
E003350,2023-12-21,AT01,IP0151,C08,S2,SYS07,21769,3242581,13,35,Mitigated
E003351,2023-02-08,AT01,IP0200,C05,S2,SYS05,48847,3125567,2,9,Resolved
E003352,2024-07-05,AT04,IP0115,C07,S2,SYS03,13791,748207,4,17,Mitigated
E003353,2023-05-08,AT01,IP0119,C04,S4,SYS03,46715,1102581,1,52,Mitigated
E003354,2023-01-08,AT02,IP0071,C05,S1,SYS03,21860,1088323,7,21,Escalated
E003355,2024-12-25,AT01,IP0029,C01,S1,SYS06,36181,5506157,8,58,Mitigated
E003356,2023-02-01,AT02,IP0047,C02,S3,SYS06,11323,1482193,9,59,Resolved
E003357,2024-09-16,AT01,IP0074,C08,S4,SYS04,22882,1249089,7,43,Mitigated
E003358,2023-03-20,AT02,IP0280,C04,S2,SYS05,13681,206500,13,38,Resolved
E003359,2024-05-07,AT03,IP0165,C06,S4,SYS02,15920,345377,12,23,Mitigated
E003360,2023-11-04,AT03,IP0178,C03,S2,SYS06,22221,2091258,9,23,Resolved
E003361,2024-12-28,AT01,IP0258,C06,S1,SYS04,49232,6382771,3,17,Resolved
E003362,2023-04-08,AT04,IP0029,C06,S3,SYS01,12332,935815,5,44,Escalated
E003363,2023-07-26,AT07,IP0158,C02,S1,SYS03,10239,2968149,8,58,Resolved
E003364,2023-09-23,AT02,IP0118,C06,S2,SYS06,40065,9796591,1,48,Mitigated
E003365,2024-08-02,AT02,IP0225,C05,S1,SYS01,7779,8862762,12,22,Resolved
E003366,2024-02-20,AT01,IP0293,C08,S3,SYS02,37541,7394216,10,37,Resolved
E003367,2024-11-20,AT01,IP0105,C01,S5,SYS03,14530,2974726,12,40,Mitigated
E003368,2023-01-15,AT02,IP0114,C04,S3,SYS01,7862,190721,2,39,Escalated
E003369,2023-04-07,AT01,IP0036,C04,S1,SYS02,46121,2414281,6,39,Escalated
E003370,2024-12-30,AT03,IP0094,C07,S3,SYS01,43217,8903890,4,55,Escalated
E003371,2024-11-17,AT02,IP0090,C02,S3,SYS03,41189,6335210,6,55,Mitigated
E003372,2023-05-10,AT02,IP0005,C05,S3,SYS07,32284,6416154,6,44,Escalated
E003373,2024-07-01,AT02,IP0033,C06,S2,SYS02,38556,8689241,13,71,Mitigated
E003374,2024-12-30,AT02,IP0168,C04,S2,SYS03,11741,1975436,5,62,Escalated
E003375,2024-06-19,AT01,IP0263,C01,S4,SYS01,43036,3945637,4,31,Escalated
E003376,2024-07-09,AT03,IP0218,C08,S1,SYS02,28560,1194833,4,20,Resolved
E003377,2024-06-30,AT01,IP0045,C08,S2,SYS04,20987,6149623,12,27,Escalated
E003378,2024-02-27,AT02,IP0204,C02,S2,SYS03,39920,1681602,8,27,Mitigated
E003379,2024-02-15,AT01,IP0295,C05,S2,SYS04,47864,8756226,1,30,Escalated
E003380,2024-02-08,AT06,IP0175,C01,S2,SYS05,29144,8848118,3,48,Escalated
E003381,2023-06-05,AT03,IP0019,C02,S4,SYS01,30223,6675465,1,15,Escalated
E003382,2023-03-17,AT03,IP0117,C01,S2,SYS05,48026,8577645,13,43,Mitigated
E003383,2024-12-24,AT06,IP0175,C03,S3,SYS01,17416,1046584,8,63,Escalated
E003384,2023-06-07,AT01,IP0268,C05,S3,SYS03,21605,639972,8,59,Mitigated
E003385,2023-09-11,AT04,IP0264,C05,S2,SYS05,27972,8947977,3,39,Escalated
E003386,2024-06-02,AT04,IP0190,C08,S3,SYS02,11309,8631814,5,20,Escalated
E003387,2024-02-09,AT08,IP0252,C06,S2,SYS06,9054,8446880,14,67,Escalated
E003388,2024-09-13,AT03,IP0065,C02,S4,SYS07,37227,1034112,2,24,Escalated
E003389,2024-07-29,AT01,IP0226,C08,S1,SYS06,36939,4949039,4,10,Escalated
E003390,2024-08-12,AT04,IP0038,C03,S4,SYS03,16888,3034139,4,17,Escalated
E003391,2023-11-19,AT03,IP0232,C02,S3,SYS04,37194,1376502,5,11,Mitigated
E003392,2024-08-26,AT08,IP0271,C05,S4,SYS03,7859,213827,10,61,Resolved
E003393,2024-11-04,AT06,IP0106,C07,S4,SYS04,13214,665992,4,62,Mitigated
E003394,2023-05-16,AT03,IP0268,C02,S2,SYS01,29318,5948155,10,42,Mitigated
E003395,2024-06-18,AT05,IP0108,C06,S3,SYS07,10274,3132882,5,19,Resolved
E003396,2024-07-01,AT06,IP0042,C04,S1,SYS05,24046,218724,3,22,Resolved
E003397,2024-05-29,AT06,IP0173,C01,S1,SYS07,16503,6635202,7,50,Mitigated
E003398,2023-09-11,AT05,IP0294,C03,S3,SYS07,27487,1224503,9,53,Mitigated
E003399,2024-09-28,AT02,IP0190,C06,S3,SYS02,8608,7536019,3,46,Escalated
E003400,2023-10-05,AT07,IP0300,C04,S5,SYS02,32546,2051007,11,53,Resolved
E003401,2023-01-27,AT01,IP0161,C01,S4,SYS07,7667,7233074,11,20,Escalated
E003402,2023-11-01,AT02,IP0164,C04,S4,SYS02,30720,1579394,11,62,Escalated
E003403,2023-12-24,AT02,IP0063,C02,S4,SYS05,35134,8502892,11,26,Mitigated
E003404,2023-09-03,AT06,IP0128,C03,S1,SYS07,24070,2465362,2,18,Escalated
E003405,2023-11-30,AT10,IP0162,C06,S2,SYS01,13583,9690860,9,36,Mitigated
E003406,2023-04-10,AT05,IP0031,C06,S1,SYS07,38064,1761257,5,63,Escalated
E003407,2024-03-03,AT06,IP0063,C01,S4,SYS03,42962,4274333,14,42,Resolved
E003408,2023-05-10,AT01,IP0109,C08,S1,SYS02,21879,4461139,3,36,Resolved
E003409,2024-06-28,AT01,IP0272,C08,S2,SYS02,11393,7413589,14,67,Resolved
E003410,2023-08-17,AT05,IP0226,C02,S1,SYS02,17568,1415777,11,59,Escalated
E003411,2023-11-06,AT01,IP0206,C04,S4,SYS02,10305,423420,11,34,Resolved
E003412,2023-11-22,AT01,IP0004,C06,S3,SYS05,29118,1024178,5,20,Resolved
E003413,2024-02-15,AT09,IP0221,C02,S5,SYS03,20316,9160185,12,55,Escalated
E003414,2024-11-16,AT09,IP0127,C02,S3,SYS06,19602,9551171,6,16,Resolved
E003415,2024-02-22,AT07,IP0123,C08,S4,SYS05,32944,8153633,12,56,Mitigated
E003416,2023-04-07,AT02,IP0060,C02,S4,SYS04,43459,3416627,9,56,Resolved
E003417,2024-09-24,AT01,IP0022,C03,S5,SYS07,14091,874071,6,49,Escalated
E003418,2024-03-12,AT08,IP0094,C08,S3,SYS01,8641,1131232,13,63,Mitigated
E003419,2024-09-24,AT03,IP0194,C07,S3,SYS01,34055,6659716,8,42,Resolved
E003420,2024-07-18,AT08,IP0267,C02,S2,SYS04,36594,6982165,14,58,Resolved
E003421,2023-07-13,AT01,IP0212,C02,S4,SYS01,40411,3453461,4,23,Mitigated
E003422,2024-08-25,AT04,IP0166,C04,S3,SYS03,29585,4513359,7,32,Escalated
E003423,2023-05-08,AT07,IP0154,C07,S3,SYS07,31238,1314844,7,51,Resolved
E003424,2024-09-14,AT01,IP0064,C01,S2,SYS02,47076,3573142,6,13,Escalated
E003425,2023-04-25,AT03,IP0252,C04,S1,SYS01,48961,8670018,10,19,Resolved
E003426,2024-10-16,AT01,IP0217,C03,S3,SYS07,41855,4291115,2,46,Escalated
E003427,2024-01-17,AT07,IP0133,C05,S2,SYS04,25045,4509044,5,25,Mitigated
E003428,2024-01-07,AT03,IP0163,C04,S3,SYS01,45320,8049504,11,51,Escalated
E003429,2024-10-03,AT02,IP0215,C08,S4,SYS04,27158,7169395,13,39,Resolved
E003430,2024-01-02,AT04,IP0002,C03,S4,SYS02,36560,5354162,3,21,Escalated
E003431,2023-05-10,AT03,IP0261,C08,S4,SYS07,28043,8731328,8,46,Resolved
E003432,2024-09-03,AT07,IP0180,C02,S4,SYS07,25929,7947450,11,52,Escalated
E003433,2024-07-22,AT01,IP0169,C08,S4,SYS02,42488,429649,13,34,Resolved
E003434,2024-03-15,AT01,IP0101,C01,S2,SYS06,33392,7050533,5,40,Resolved
E003435,2023-05-29,AT06,IP0062,C02,S5,SYS07,6374,6020066,12,68,Resolved
E003436,2023-07-22,AT06,IP0018,C04,S4,SYS03,18427,5825196,8,15,Mitigated
E003437,2024-10-14,AT03,IP0034,C08,S4,SYS02,29271,2391796,5,46,Escalated
E003438,2024-04-27,AT02,IP0184,C04,S3,SYS06,30259,5440812,8,60,Mitigated
E003439,2023-04-27,AT01,IP0244,C08,S2,SYS01,24144,7125007,4,39,Resolved
E003440,2023-03-16,AT01,IP0007,C02,S4,SYS03,25836,8424440,1,42,Mitigated
E003441,2023-08-17,AT03,IP0215,C01,S3,SYS02,41380,9657434,3,48,Escalated
E003442,2024-03-24,AT01,IP0136,C03,S1,SYS01,16569,4681742,8,63,Resolved
E003443,2023-02-08,AT01,IP0120,C02,S4,SYS05,18115,8641329,4,23,Mitigated
E003444,2024-05-02,AT05,IP0237,C03,S2,SYS01,39961,8253467,4,13,Resolved
E003445,2024-03-12,AT05,IP0029,C08,S1,SYS06,28826,7804662,8,13,Escalated
E003446,2023-06-19,AT06,IP0290,C04,S2,SYS02,8868,3287002,10,63,Resolved
E003447,2023-12-20,AT02,IP0283,C02,S4,SYS01,35653,1406159,2,25,Escalated
E003448,2024-11-02,AT02,IP0051,C03,S3,SYS02,35401,7074203,14,36,Resolved
E003449,2023-04-21,AT03,IP0286,C08,S3,SYS02,11630,4730981,11,21,Escalated
E003450,2023-08-17,AT02,IP0295,C07,S2,SYS02,28070,1789575,11,21,Mitigated
E003451,2024-04-25,AT01,IP0254,C05,S1,SYS07,13360,3782027,14,72,Mitigated
E003452,2023-05-02,AT01,IP0110,C03,S1,SYS04,41069,1463990,2,29,Mitigated
E003453,2024-06-14,AT01,IP0027,C01,S4,SYS02,49550,6729628,12,52,Resolved
E003454,2023-04-03,AT02,IP0196,C04,S3,SYS01,8345,9746158,4,13,Resolved
E003455,2024-05-28,AT01,IP0230,C03,S3,SYS01,14325,3185632,3,54,Mitigated
E003456,2024-12-06,AT05,IP0172,C04,S1,SYS04,44878,2543647,5,17,Resolved
E003457,2024-04-05,AT05,IP0185,C04,S1,SYS04,35311,797757,12,56,Escalated
E003458,2024-07-23,AT03,IP0239,C08,S1,SYS05,20533,3166247,6,45,Resolved
E003459,2024-06-06,AT01,IP0125,C03,S1,SYS03,6316,137972,6,14,Escalated
E003460,2023-09-28,AT09,IP0237,C04,S1,SYS05,5684,3743688,13,26,Resolved
