Log_ID,Event_ID,Protocol,Source_Port,Destination_Port,Connection_Duration_Sec,Traffic_Flag
L003171,E003171,HTTPS,6913,63617,330,SYN
L003172,E003172,TCP,3147,9754,262,FIN
L003173,E003173,TCP,20244,43464,143,SYN
L003174,E003174,TCP,57487,37275,319,SYN
L003175,E003175,TCP,28976,54208,504,FIN
L003176,E003176,TCP,37198,11484,531,ACK
L003177,E003177,UDP,19401,37130,388,SYN
L003178,E003178,TCP,419,38723,446,RST
L003179,E003179,TCP,44780,52632,191,FIN
L003180,E003180,TCP,4821,49352,434,ACK
L003181,E003181,HTTP,47304,29985,580,RST
L003182,E003182,HTTPS,27165,9393,493,FIN
L003183,E003183,HTTPS,28917,39787,223,SYN
L003184,E003184,HTTPS,9647,7748,507,ACK
L003185,E003185,TCP,42483,38419,149,RST
L003186,E003186,TCP,46821,52692,66,RST
L003187,E003187,HTTP,62256,55604,412,FIN
L003188,E003188,UDP,34947,32761,263,FIN
L003189,E003189,HTTP,43363,28988,406,ACK
L003190,E003190,HTTP,33634,55838,480,ACK
L003191,E003191,TCP,5740,5618,230,FIN
L003192,E003192,HTTP,47752,40132,194,FIN
L003193,E003193,HTTPS,30807,17984,337,RST
L003194,E003194,HTTP,20486,14725,132,ACK
L003195,E003195,UDP,59591,35175,123,FIN
L003196,E003196,HTTPS,5116,13318,440,ACK
L003197,E003197,UDP,57587,15458,158,SYN
L003198,E003198,HTTP,64296,28238,13,FIN
L003199,E003199,HTTPS,44772,60524,462,FIN
L003200,E003200,TCP,30834,8755,304,SYN
L003201,E003201,TCP,33689,31327,504,SYN
L003202,E003202,HTTPS,60876,39665,32,FIN
L003203,E003203,TCP,20905,61174,173,RST
L003204,E003204,HTTPS,45658,6964,84,FIN
L003205,E003205,UDP,32355,21092,24,RST
L003206,E003206,UDP,63502,49674,445,SYN
L003207,E003207,UDP,12297,2347,321,SYN
L003208,E003208,HTTPS,55151,16398,176,ACK
L003209,E003209,UDP,25400,11285,528,SYN
L003210,E003210,HTTPS,36916,40848,91,SYN
L003211,E003211,TCP,13922,1746,496,ACK
L003212,E003212,HTTPS,25417,5921,424,RST
L003213,E003213,TCP,37925,28831,451,RST
L003214,E003214,TCP,24973,11368,420,RST
L003215,E003215,HTTPS,6218,49676,287,SYN
L003216,E003216,HTTPS,52121,35781,187,RST
L003217,E003217,HTTP,38068,32328,52,SYN
L003218,E003218,HTTPS,14123,61091,175,SYN
L003219,E003219,UDP,29644,4816,153,SYN
L003220,E003220,HTTP,8102,50677,464,SYN
L003221,E003221,HTTPS,49473,10093,479,ACK
L003222,E003222,TCP,52152,28122,496,ACK
L003223,E003223,HTTP,63173,37208,163,FIN
L003224,E003224,UDP,28287,32015,542,RST
L003225,E003225,TCP,54059,29347,522,FIN
L003226,E003226,TCP,21256,19696,564,FIN
L003227,E003227,TCP,8411,1152,427,SYN
L003228,E003228,UDP,48279,24762,534,RST
L003229,E003229,UDP,30815,847,118,FIN
L003230,E003230,HTTP,40561,44402,524,RST
L003231,E003231,HTTPS,6654,59503,385,ACK
L003232,E003232,HTTPS,36377,52321,110,ACK
L003233,E003233,HTTP,39073,33180,249,ACK
L003234,E003234,TCP,38741,32230,229,RST
L003235,E003235,HTTPS,59398,53712,282,ACK
L003236,E003236,TCP,20734,4455,92,ACK
L003237,E003237,HTTPS,4381,65199,17,SYN
L003238,E003238,UDP,34587,46667,164,RST
L003239,E003239,HTTPS,20680,24763,369,ACK
L003240,E003240,UDP,64018,32191,448,RST
L003241,E003241,UDP,61481,52537,170,RST
L003242,E003242,HTTP,65253,64151,175,RST
L003243,E003243,HTTPS,50570,29522,463,ACK
L003244,E003244,TCP,5720,17197,146,ACK
L003245,E003245,HTTP,43180,8984,507,FIN
L003246,E003246,UDP,18542,2471,478,SYN
L003247,E003247,HTTPS,9312,50311,506,RST
L003248,E003248,HTTPS,17020,31531,551,FIN
L003249,E003249,HTTPS,1864,42017,332,RST
L003250,E003250,HTTP,64878,63603,130,ACK
L003251,E003251,TCP,46439,1548,420,RST
L003252,E003252,HTTPS,59761,51038,55,ACK
L003253,E003253,HTTPS,9426,40346,320,FIN
L003254,E003254,TCP,13277,64353,373,RST
L003255,E003255,TCP,39406,38819,63,SYN
L003256,E003256,HTTP,52173,34120,24,RST
L003257,E003257,TCP,3856,57956,449,FIN
L003258,E003258,HTTP,45017,103,218,RST
L003259,E003259,UDP,44727,51244,160,RST
L003260,E003260,UDP,64211,14880,496,FIN
L003261,E003261,TCP,21996,65367,310,ACK
L003262,E003262,UDP,62590,12133,439,SYN
L003263,E003263,UDP,31591,36726,290,RST
L003264,E003264,UDP,18582,56213,66,RST
L003265,E003265,UDP,62376,29637,353,FIN
L003266,E003266,HTTP,34447,31694,65,ACK
L003267,E003267,UDP,49295,1212,492,SYN
L003268,E003268,TCP,49151,21534,395,FIN
L003269,E003269,TCP,48582,1487,432,RST
L003270,E003270,HTTP,6965,24448,547,RST
L003271,E003271,HTTPS,40025,20874,144,FIN
L003272,E003272,TCP,41510,35203,517,FIN
L003273,E003273,TCP,20733,49554,388,SYN
L003274,E003274,HTTPS,21777,32255,434,FIN
L003275,E003275,HTTP,37899,24675,263,ACK
L003276,E003276,TCP,19954,36387,132,RST
L003277,E003277,HTTP,10910,55600,292,SYN
L003278,E003278,HTTP,50243,12835,420,FIN
L003279,E003279,HTTP,48805,21209,91,SYN
L003280,E003280,HTTPS,3316,3325,191,ACK
L003281,E003281,UDP,28004,44667,348,RST
L003282,E003282,HTTPS,57459,39100,170,RST
L003283,E003283,HTTPS,8829,19833,244,FIN
L003284,E003284,TCP,58347,30400,566,SYN
L003285,E003285,HTTP,34287,44409,53,RST
L003286,E003286,HTTP,63050,47774,581,RST
L003287,E003287,TCP,19602,26717,165,SYN
L003288,E003288,TCP,55575,38202,237,RST
L003289,E003289,HTTPS,49210,23768,500,FIN
L003290,E003290,TCP,11188,59453,187,RST
L003291,E003291,HTTPS,31849,795,266,FIN
L003292,E003292,HTTP,60764,31100,82,RST
L003293,E003293,HTTP,43235,4188,242,SYN
L003294,E003294,HTTP,2428,35399,63,RST
L003295,E003295,UDP,46750,48003,543,ACK
L003296,E003296,HTTP,47728,45930,345,RST
L003297,E003297,TCP,18480,12081,488,SYN
L003298,E003298,UDP,60572,5515,95,ACK
L003299,E003299,TCP,9890,22004,353,ACK
L003300,E003300,HTTP,14072,41231,147,FIN
L003301,E003301,TCP,10804,56589,444,RST
L003302,E003302,HTTPS,45689,11674,56,RST
L003303,E003303,HTTP,25711,27048,54,SYN
L003304,E003304,UDP,33772,35936,349,FIN
L003305,E003305,TCP,4598,54671,88,SYN
L003306,E003306,UDP,1908,5909,377,SYN
L003307,E003307,UDP,51246,24650,102,FIN
L003308,E003308,HTTP,57204,52056,270,ACK
L003309,E003309,HTTPS,64448,60778,466,SYN
L003310,E003310,HTTP,4254,58552,63,FIN
L003311,E003311,HTTP,8958,57255,543,RST
L003312,E003312,HTTPS,19040,47934,452,SYN
L003313,E003313,TCP,46408,44746,268,FIN
L003314,E003314,UDP,24967,1833,353,SYN
L003315,E003315,HTTP,54499,19237,403,FIN
L003316,E003316,TCP,56822,13254,507,ACK
L003317,E003317,TCP,6933,8383,181,ACK
L003318,E003318,TCP,19873,17199,581,RST
L003319,E003319,UDP,27238,27758,526,SYN
L003320,E003320,UDP,39887,20835,386,FIN
L003321,E003321,HTTP,49523,64895,587,RST
L003322,E003322,HTTP,53873,53021,198,RST
L003323,E003323,HTTP,57337,52828,510,SYN
L003324,E003324,TCP,22718,26923,152,FIN
L003325,E003325,HTTP,56522,62828,207,ACK
L003326,E003326,TCP,46589,61074,564,SYN
L003327,E003327,TCP,27944,2863,430,ACK
L003328,E003328,UDP,37073,47467,344,RST
L003329,E003329,TCP,12783,25062,105,FIN
L003330,E003330,TCP,572,59179,17,ACK
L003331,E003331,HTTPS,16921,41151,595,ACK
L003332,E003332,TCP,52335,9860,19,RST
L003333,E003333,HTTPS,2404,3242,518,RST
L003334,E003334,HTTP,29330,60680,105,FIN
L003335,E003335,HTTP,51542,58521,348,RST
L003336,E003336,UDP,65206,45257,202,FIN
L003337,E003337,HTTPS,27285,20249,428,SYN
L003338,E003338,HTTP,54725,22117,477,FIN
L003339,E003339,TCP,38001,22058,132,SYN
L003340,E003340,HTTP,39112,40587,72,FIN
L003341,E003341,HTTPS,1179,55919,230,ACK
L003342,E003342,HTTPS,55057,56755,425,ACK
L003343,E003343,HTTP,48071,6389,66,ACK
L003344,E003344,TCP,23888,55905,264,SYN
L003345,E003345,HTTPS,53266,2213,254,ACK
L003346,E003346,TCP,55611,62217,176,FIN
L003347,E003347,HTTPS,31742,60628,501,RST
L003348,E003348,HTTPS,36306,42789,578,RST
L003349,E003349,TCP,27866,61583,310,SYN
L003350,E003350,TCP,33309,3523,77,SYN
L003351,E003351,HTTPS,42996,10247,586,RST
L003352,E003352,HTTPS,11233,11552,300,FIN
L003353,E003353,HTTP,7586,22385,468,SYN
L003354,E003354,UDP,16943,13324,299,SYN
L003355,E003355,HTTPS,52911,57782,88,SYN
L003356,E003356,TCP,15305,42799,360,RST
L003357,E003357,TCP,21945,57856,556,ACK
L003358,E003358,UDP,63189,61160,325,FIN
L003359,E003359,UDP,41033,31986,301,RST
L003360,E003360,HTTP,3879,28175,223,RST
L003361,E003361,HTTP,13692,36972,198,RST
L003362,E003362,UDP,24650,61289,248,FIN
L003363,E003363,TCP,63671,4202,382,ACK
L003364,E003364,HTTP,27450,17650,113,RST
L003365,E003365,HTTP,61502,3246,451,FIN
L003366,E003366,UDP,46284,14925,36,FIN
L003367,E003367,HTTP,4016,49250,423,RST
L003368,E003368,HTTP,6567,18103,533,ACK
L003369,E003369,HTTPS,56048,57129,581,ACK
L003370,E003370,HTTPS,9276,22238,426,ACK
L003371,E003371,UDP,2439,4112,161,ACK
L003372,E003372,HTTP,56468,50772,84,SYN
L003373,E003373,HTTPS,31064,7767,386,FIN
L003374,E003374,UDP,28137,61582,512,ACK
L003375,E003375,TCP,46399,31707,307,ACK
L003376,E003376,TCP,6848,22444,145,SYN
L003377,E003377,UDP,53713,28421,253,RST
L003378,E003378,TCP,37885,38529,517,SYN
L003379,E003379,HTTPS,12483,56735,389,FIN
L003380,E003380,TCP,15264,6161,34,ACK
L003381,E003381,HTTPS,50474,35488,542,RST
L003382,E003382,UDP,21837,39018,312,SYN
L003383,E003383,UDP,14780,646,493,FIN
L003384,E003384,HTTPS,49733,29464,318,FIN
L003385,E003385,UDP,30527,62175,511,SYN
L003386,E003386,HTTPS,16638,65265,169,ACK
L003387,E003387,HTTP,27124,13677,530,FIN
L003388,E003388,TCP,28507,1891,213,SYN
L003389,E003389,UDP,4189,50867,93,FIN
L003390,E003390,HTTP,8693,48382,206,SYN
L003391,E003391,HTTP,21743,55133,292,SYN
L003392,E003392,UDP,9064,31270,288,SYN
L003393,E003393,HTTP,16723,28406,267,ACK
L003394,E003394,UDP,23872,24254,591,ACK
L003395,E003395,UDP,32746,4869,197,SYN
L003396,E003396,HTTPS,19853,18031,90,SYN
L003397,E003397,HTTP,44197,33971,404,ACK
L003398,E003398,HTTPS,33328,54842,203,ACK
L003399,E003399,HTTP,21196,12631,543,SYN
L003400,E003400,UDP,50091,37517,137,RST
L003401,E003401,HTTPS,52931,3769,285,SYN
L003402,E003402,TCP,48386,38003,580,ACK
L003403,E003403,HTTPS,35540,48132,469,SYN
L003404,E003404,TCP,30826,9512,87,FIN
L003405,E003405,TCP,34960,56475,280,RST
L003406,E003406,HTTP,16993,52150,52,SYN
L003407,E003407,TCP,20843,16636,265,SYN
L003408,E003408,UDP,8346,10725,437,FIN
L003409,E003409,UDP,14546,10213,462,ACK
L003410,E003410,HTTP,41589,20216,377,SYN
L003411,E003411,UDP,33027,37900,223,FIN
L003412,E003412,HTTPS,27834,42864,296,FIN
L003413,E003413,UDP,46557,58916,202,ACK
L003414,E003414,HTTP,13077,47733,494,RST
L003415,E003415,HTTP,50850,11857,171,RST
L003416,E003416,HTTPS,4157,24946,304,FIN
L003417,E003417,UDP,49814,22563,134,FIN
L003418,E003418,HTTP,59710,18799,424,ACK
L003419,E003419,HTTPS,2639,21178,361,ACK
L003420,E003420,HTTP,58563,23285,368,FIN
L003421,E003421,TCP,48132,59117,552,SYN
L003422,E003422,UDP,61034,17570,493,RST
L003423,E003423,HTTP,17944,48841,367,FIN
L003424,E003424,UDP,46172,39844,117,SYN
L003425,E003425,TCP,14641,57466,65,ACK
L003426,E003426,UDP,48287,54813,93,ACK
L003427,E003427,TCP,56059,54742,447,SYN
L003428,E003428,HTTPS,27517,9155,375,SYN
L003429,E003429,HTTPS,13580,55065,112,SYN
L003430,E003430,UDP,52024,41822,539,ACK
L003431,E003431,UDP,64483,6194,156,RST
L003432,E003432,HTTP,61100,52901,154,SYN
L003433,E003433,TCP,65065,3640,465,FIN
L003434,E003434,HTTPS,4969,58983,19,FIN
L003435,E003435,HTTP,34287,19137,47,FIN
L003436,E003436,UDP,57198,60859,579,SYN
L003437,E003437,TCP,35525,61126,399,RST
L003438,E003438,HTTPS,21696,34037,89,FIN
L003439,E003439,UDP,40792,16281,397,ACK
L003440,E003440,UDP,57433,57422,257,ACK
L003441,E003441,UDP,25249,18108,449,FIN
L003442,E003442,HTTP,37204,44578,328,RST
L003443,E003443,HTTP,45592,61093,586,ACK
L003444,E003444,TCP,23791,19719,545,FIN
L003445,E003445,TCP,30659,59117,227,ACK
L003446,E003446,HTTP,30381,39419,99,RST
L003447,E003447,UDP,43351,42190,68,RST
L003448,E003448,HTTPS,10874,27235,141,FIN
L003449,E003449,UDP,13783,60451,142,SYN
L003450,E003450,HTTPS,27406,9611,472,ACK
L003451,E003451,HTTP,51740,2216,508,SYN
L003452,E003452,TCP,8886,50666,48,SYN
L003453,E003453,HTTP,3017,31188,384,ACK
L003454,E003454,UDP,9570,31410,140,FIN
L003455,E003455,HTTP,38864,40455,239,SYN
L003456,E003456,HTTPS,33707,57540,352,RST
L003457,E003457,HTTPS,13471,17918,64,FIN
L003458,E003458,UDP,35415,25968,500,RST
L003459,E003459,HTTPS,29879,59548,22,ACK
L003460,E003460,HTTPS,58305,41274,204,RST
L003461,E003461,HTTPS,61436,31184,154,SYN
L003462,E003462,UDP,26808,29075,135,FIN
L003463,E003463,HTTPS,48605,24214,43,SYN
L003464,E003464,UDP,12679,64989,354,RST
L003465,E003465,UDP,62762,11446,211,FIN
L003466,E003466,HTTPS,61312,2417,565,ACK
L003467,E003467,HTTP,3213,28509,165,RST
L003468,E003468,UDP,40943,24175,247,RST
L003469,E003469,HTTP,20266,4819,287,RST
L003470,E003470,HTTPS,28867,61127,310,FIN
L003471,E003471,HTTP,7977,32869,559,ACK
L003472,E003472,HTTPS,33797,49662,15,SYN
L003473,E003473,UDP,10911,1311,459,RST
L003474,E003474,HTTP,19181,47506,549,SYN
L003475,E003475,HTTPS,54508,23307,373,ACK
L003476,E003476,HTTP,54737,46521,245,SYN
L003477,E003477,UDP,50095,63211,369,FIN
L003478,E003478,UDP,60025,21054,38,SYN
L003479,E003479,UDP,3348,35677,599,RST
L003480,E003480,UDP,63433,48082,497,RST
L003481,E003481,TCP,43414,11454,491,RST
L003482,E003482,TCP,62527,13056,265,ACK
L003483,E003483,TCP,54954,42227,356,ACK
L003484,E003484,HTTPS,13665,2622,211,ACK
L003485,E003485,HTTP,34411,48165,449,RST
L003486,E003486,HTTP,14689,62916,403,SYN
L003487,E003487,HTTP,33040,44906,553,ACK
L003488,E003488,UDP,25721,9027,571,SYN
L003489,E003489,HTTPS,48011,59748,334,SYN
L003490,E003490,HTTPS,61400,56042,50,FIN
L003491,E003491,HTTPS,64035,62331,76,SYN
L003492,E003492,HTTPS,44159,40972,363,SYN
L003493,E003493,UDP,5542,38385,134,FIN
L003494,E003494,UDP,37043,26652,468,ACK
L003495,E003495,TCP,29297,16593,410,RST
L003496,E003496,UDP,35316,63896,396,FIN
L003497,E003497,HTTPS,54929,5037,72,RST
L003498,E003498,TCP,11278,29607,477,FIN
L003499,E003499,TCP,30899,27843,343,FIN
L003500,E003500,UDP,14452,58458,76,RST
L003501,E003501,UDP,31646,2273,310,SYN
L003502,E003502,HTTP,62627,42024,131,FIN
L003503,E003503,HTTPS,55514,8399,253,ACK
L003504,E003504,UDP,34877,55178,252,SYN
L003505,E003505,HTTPS,32706,11791,58,SYN
L003506,E003506,UDP,29661,9229,324,RST
L003507,E003507,TCP,48452,43406,270,SYN
L003508,E003508,HTTP,63819,5677,210,SYN
L003509,E003509,HTTPS,19516,21463,385,ACK
L003510,E003510,TCP,41623,546,212,FIN
L003511,E003511,UDP,41970,1340,385,RST
L003512,E003512,TCP,55955,36295,211,ACK
L003513,E003513,UDP,27256,15887,12,ACK
L003514,E003514,TCP,32570,33104,249,RST
L003515,E003515,TCP,55107,42095,429,FIN
L003516,E003516,UDP,47690,39766,292,RST
L003517,E003517,TCP,9621,41356,371,RST
L003518,E003518,TCP,55369,45549,179,ACK
L003519,E003519,UDP,51251,54168,130,RST
L003520,E003520,TCP,54152,13073,62,ACK
L003521,E003521,HTTP,26410,15784,91,SYN
L003522,E003522,HTTP,59335,1429,184,SYN
L003523,E003523,HTTP,13772,65114,61,SYN
L003524,E003524,HTTP,3644,10540,480,RST
L003525,E003525,TCP,30608,58483,510,SYN
L003526,E003526,UDP,54190,45300,535,ACK
L003527,E003527,UDP,8675,14384,292,FIN
L003528,E003528,HTTP,9033,43374,159,ACK
L003529,E003529,TCP,49026,31311,521,SYN
L003530,E003530,HTTPS,11665,52415,124,FIN
L003531,E003531,UDP,31157,27227,381,RST
L003532,E003532,HTTP,28723,54504,32,RST
L003533,E003533,HTTPS,9907,4447,270,SYN
L003534,E003534,HTTPS,14344,56709,330,SYN
L003535,E003535,UDP,4225,18619,201,SYN
L003536,E003536,TCP,24743,42690,133,SYN
L003537,E003537,HTTP,57402,4559,57,RST
L003538,E003538,HTTP,21097,22132,525,ACK
L003539,E003539,TCP,1646,44774,596,FIN
L003540,E003540,TCP,45402,8349,286,FIN
L003541,E003541,HTTP,8174,24617,109,FIN
L003542,E003542,HTTPS,21818,16235,485,SYN
L003543,E003543,UDP,14293,48878,533,RST
L003544,E003544,UDP,52707,62182,197,ACK
L003545,E003545,UDP,49361,48223,259,RST
L003546,E003546,HTTPS,28820,55039,35,FIN
L003547,E003547,UDP,56837,19559,160,FIN
L003548,E003548,TCP,32542,3952,134,ACK
L003549,E003549,HTTP,32826,34985,103,ACK
L003550,E003550,TCP,24491,24539,368,ACK
L003551,E003551,HTTP,36667,37783,265,SYN
L003552,E003552,HTTPS,8094,13393,23,SYN
L003553,E003553,HTTPS,6030,57323,579,SYN
L003554,E003554,HTTP,50490,61815,80,SYN
L003555,E003555,UDP,58156,56741,77,ACK
L003556,E003556,HTTPS,8054,3291,14,RST
L003557,E003557,TCP,3200,46372,150,RST
L003558,E003558,HTTPS,17549,61646,438,RST
L003559,E003559,HTTPS,33525,1673,208,FIN
L003560,E003560,UDP,6887,28578,248,ACK
L003561,E003561,HTTP,35658,15447,385,FIN
L003562,E003562,HTTPS,20466,37782,40,FIN
L003563,E003563,HTTPS,19664,64673,509,SYN
L003564,E003564,HTTPS,29020,7046,337,FIN
L003565,E003565,HTTPS,19143,34207,599,RST
L003566,E003566,HTTP,15465,10019,164,FIN
L003567,E003567,HTTPS,38505,25342,248,SYN
L003568,E003568,TCP,21338,60336,555,RST
L003569,E003569,TCP,38452,40425,211,ACK
L003570,E003570,HTTPS,13271,16503,210,SYN
L003571,E003571,UDP,28244,10340,29,FIN
L003572,E003572,UDP,16511,1328,124,FIN
L003573,E003573,UDP,4626,29543,222,SYN
L003574,E003574,TCP,4440,43188,544,RST
L003575,E003575,UDP,48642,13500,197,FIN
L003576,E003576,HTTPS,6475,22451,176,FIN
L003577,E003577,HTTPS,50302,31187,249,SYN
L003578,E003578,UDP,6779,49510,407,RST
L003579,E003579,UDP,54998,34109,114,FIN
L003580,E003580,HTTP,2461,29972,257,FIN
L003581,E003581,UDP,5454,37483,30,FIN
L003582,E003582,HTTPS,45922,13925,292,RST
L003583,E003583,HTTPS,46387,30250,357,RST
L003584,E003584,TCP,6120,64504,347,FIN
L003585,E003585,UDP,58313,43640,146,RST
L003586,E003586,TCP,40680,62943,386,FIN
L003587,E003587,HTTPS,29855,57514,170,SYN
L003588,E003588,TCP,47225,21066,249,RST
L003589,E003589,TCP,36328,37785,452,FIN
L003590,E003590,UDP,20563,59862,261,ACK
L003591,E003591,TCP,6726,35371,490,RST
L003592,E003592,HTTPS,29630,45636,91,ACK
L003593,E003593,HTTP,60578,42752,268,SYN
L003594,E003594,TCP,24283,14484,12,SYN
L003595,E003595,UDP,46064,32372,67,RST
L003596,E003596,UDP,58692,25297,419,ACK
L003597,E003597,TCP,63760,63325,429,ACK
L003598,E003598,HTTPS,8212,16962,295,RST
L003599,E003599,TCP,54113,37160,449,RST
L003600,E003600,HTTP,23918,905,474,SYN
L003601,E003601,HTTPS,9532,15282,168,FIN
L003602,E003602,UDP,28528,44329,365,FIN
L003603,E003603,HTTP,45348,41465,464,FIN
L003604,E003604,HTTPS,26742,58369,536,SYN
L003605,E003605,TCP,10682,54951,17,SYN
L003606,E003606,HTTP,27504,55054,338,FIN
L003607,E003607,HTTP,61381,15999,59,FIN
L003608,E003608,TCP,31619,52331,294,ACK
L003609,E003609,UDP,34806,30077,171,RST
L003610,E003610,TCP,31176,42844,380,ACK
L003611,E003611,UDP,23087,40600,190,FIN
L003612,E003612,UDP,12797,36626,316,FIN
L003613,E003613,UDP,16201,45127,164,SYN
L003614,E003614,TCP,48771,30919,74,SYN
L003615,E003615,HTTPS,13213,31922,547,SYN
L003616,E003616,TCP,35770,28277,544,ACK
L003617,E003617,UDP,38303,44927,361,FIN
L003618,E003618,UDP,18178,41140,351,RST
L003619,E003619,TCP,8778,54715,582,FIN
L003620,E003620,TCP,53037,14315,529,FIN
L003621,E003621,TCP,56946,24144,575,RST
L003622,E003622,TCP,16512,56953,104,ACK
L003623,E003623,TCP,35867,42739,482,ACK
L003624,E003624,UDP,15299,48505,206,FIN
L003625,E003625,TCP,37178,60084,346,SYN
L003626,E003626,HTTPS,63189,9222,203,ACK
L003627,E003627,HTTP,17934,1715,382,ACK
L003628,E003628,UDP,15949,63387,211,ACK
L003629,E003629,HTTPS,44553,34180,508,ACK
L003630,E003630,UDP,21415,48869,546,SYN
L003631,E003631,HTTP,54588,59199,572,ACK
L003632,E003632,HTTP,37276,49029,525,SYN
L003633,E003633,HTTP,62550,33932,559,SYN
L003634,E003634,HTTP,61936,40327,352,SYN
L003635,E003635,HTTP,22446,26924,509,FIN
L003636,E003636,HTTPS,19747,8759,197,RST
L003637,E003637,UDP,3448,2457,435,ACK
L003638,E003638,HTTPS,19224,30376,49,FIN
L003639,E003639,HTTPS,3945,19269,153,SYN
L003640,E003640,HTTP,60765,43801,563,SYN
L003641,E003641,UDP,40687,19125,286,RST
L003642,E003642,HTTPS,14076,12839,476,RST
L003643,E003643,UDP,33463,1261,270,RST
L003644,E003644,TCP,7456,15993,19,ACK
L003645,E003645,HTTPS,28190,56443,21,FIN
L003646,E003646,TCP,38441,58757,110,RST
L003647,E003647,HTTPS,1418,51525,349,RST
L003648,E003648,HTTPS,14207,6553,30,SYN
L003649,E003649,UDP,32000,48748,81,ACK
L003650,E003650,HTTPS,10907,53791,196,FIN
L003651,E003651,HTTP,31881,34120,299,SYN
L003652,E003652,TCP,16352,9761,141,ACK
L003653,E003653,TCP,7679,14467,529,RST
L003654,E003654,TCP,36384,26550,453,SYN
L003655,E003655,HTTPS,970,40373,325,SYN
L003656,E003656,HTTP,64513,64658,517,ACK
L003657,E003657,HTTP,5834,60576,430,FIN
L003658,E003658,HTTP,22979,45748,223,RST
L003659,E003659,TCP,41038,2561,367,ACK
L003660,E003660,HTTP,632,23852,237,FIN
L003661,E003661,HTTPS,55180,18756,593,ACK
L003662,E003662,UDP,2746,45055,562,SYN
L003663,E003663,TCP,30895,47543,247,FIN
L003664,E003664,HTTP,26636,23459,83,ACK
L003665,E003665,TCP,54934,30780,182,RST
L003666,E003666,HTTPS,54428,19712,340,ACK
L003667,E003667,UDP,40314,24623,144,FIN
L003668,E003668,TCP,28902,57114,573,SYN
L003669,E003669,UDP,31533,6470,334,ACK
L003670,E003670,UDP,29679,15403,503,ACK
L003671,E003671,UDP,59707,27125,214,RST
L003672,E003672,TCP,61292,65519,489,SYN
L003673,E003673,HTTPS,36855,4166,207,ACK
L003674,E003674,HTTP,34460,6817,514,SYN
L003675,E003675,TCP,51019,23542,167,FIN
L003676,E003676,HTTP,835,12339,331,RST
L003677,E003677,UDP,24034,20380,192,SYN
L003678,E003678,TCP,61295,46193,214,FIN
L003679,E003679,HTTPS,40540,51936,414,SYN
L003680,E003680,HTTP,63052,17179,313,SYN
L003681,E003681,TCP,21570,30017,592,RST
L003682,E003682,HTTP,14476,5445,359,ACK
L003683,E003683,UDP,31822,46606,96,SYN
L003684,E003684,TCP,44494,30578,322,RST
L003685,E003685,HTTP,22367,61459,51,RST
L003686,E003686,HTTP,50044,54249,252,SYN
L003687,E003687,UDP,42893,62018,16,SYN
L003688,E003688,HTTPS,35234,49104,424,FIN
L003689,E003689,UDP,12386,10274,61,FIN
L003690,E003690,UDP,54644,1472,305,ACK
L003691,E003691,UDP,58061,18273,486,SYN
L003692,E003692,HTTP,10277,34225,313,FIN
L003693,E003693,TCP,65041,4955,215,RST
L003694,E003694,HTTPS,9051,19399,354,SYN
L003695,E003695,UDP,9246,47350,64,SYN
L003696,E003696,HTTP,58667,48615,573,RST
L003697,E003697,HTTP,9511,4273,593,ACK
L003698,E003698,UDP,25132,39732,314,FIN
L003699,E003699,HTTPS,20100,14418,111,SYN
L003700,E003700,UDP,38588,7626,147,SYN
L003701,E003701,HTTPS,28573,42809,359,ACK
L003702,E003702,HTTP,32325,7495,491,RST
L003703,E003703,UDP,862,34157,186,RST
L003704,E003704,HTTPS,40392,12598,266,ACK
L003705,E003705,UDP,37393,16551,542,SYN
L003706,E003706,HTTPS,17397,9237,421,SYN
L003707,E003707,TCP,29339,23101,72,SYN
L003708,E003708,HTTPS,31335,22836,294,RST
L003709,E003709,HTTP,2142,14466,87,RST
L003710,E003710,TCP,23461,30017,205,RST
L003711,E003711,HTTPS,20404,47629,24,RST
L003712,E003712,TCP,7605,11527,36,SYN
L003713,E003713,UDP,37127,1377,552,SYN
L003714,E003714,HTTPS,47814,3792,324,RST
L003715,E003715,HTTPS,22216,63056,350,FIN
L003716,E003716,HTTP,58703,2492,582,FIN
L003717,E003717,TCP,12941,52621,512,ACK
L003718,E003718,TCP,60101,52362,597,ACK
L003719,E003719,TCP,20142,56572,104,SYN
L003720,E003720,HTTP,36558,8704,427,SYN
L003721,E003721,HTTP,27537,10293,67,RST
L003722,E003722,UDP,55872,36096,322,ACK
L003723,E003723,UDP,11026,6554,385,RST
L003724,E003724,UDP,51742,63923,313,ACK
L003725,E003725,HTTPS,27589,55721,525,ACK
L003726,E003726,HTTP,8433,53932,259,SYN
L003727,E003727,HTTP,50256,18478,494,FIN
L003728,E003728,UDP,46154,11226,374,FIN
L003729,E003729,HTTPS,23207,20527,253,ACK
L003730,E003730,HTTP,2066,28566,362,FIN
L003731,E003731,TCP,12395,51949,598,SYN
L003732,E003732,HTTPS,41962,54881,290,FIN
L003733,E003733,UDP,8376,37447,506,ACK
L003734,E003734,TCP,12194,58600,150,ACK
L003735,E003735,TCP,50636,9489,250,RST
L003736,E003736,TCP,43097,15075,169,ACK
L003737,E003737,HTTPS,52148,3899,195,RST
L003738,E003738,TCP,3814,41637,370,ACK
L003739,E003739,TCP,27772,55503,127,SYN
L003740,E003740,HTTP,7179,57618,34,RST
