Incident_ID,Event_ID,Analyst_ID,Escalation_Level,MTTD_Min,MTTR_Min,Root_Cause,Closed_Flag
INC002809,E002809,A017,Level 3,9,57,Credential Leak,No
INC002810,E002810,A029,Level 1,11,57,Zero Day Exploit,Yes
INC002811,E002811,A027,Level 1,11,19,Credential Leak,No
INC002812,E002812,A008,Level 2,10,41,Configuration Weakness,No
INC002813,E002813,A001,Level 1,10,45,Zero Day Exploit,No
INC002814,E002814,A011,Level 2,13,38,User Error,Yes
INC002815,E002815,A043,Level 3,8,64,Configuration Weakness,Yes
INC002816,E002816,A017,Level 3,4,63,Configuration Weakness,No
INC002817,E002817,A027,Level 1,4,30,Zero Day Exploit,Yes
INC002818,E002818,A037,Level 2,12,56,User Error,Yes
INC002819,E002819,A032,Level 2,3,47,User Error,Yes
INC002820,E002820,A007,Level 2,6,27,Zero Day Exploit,No
INC002821,E002821,A040,Level 1,13,43,User Error,No
INC002822,E002822,A036,Level 1,1,55,Malware Payload,Yes
INC002823,E002823,A029,Level 1,1,44,Malware Payload,Yes
INC002824,E002824,A014,Level 3,9,28,Credential Leak,Yes
INC002825,E002825,A002,Level 3,2,28,Zero Day Exploit,No
INC002826,E002826,A042,Level 3,9,59,User Error,No
INC002827,E002827,A007,Level 1,13,60,Configuration Weakness,No
INC002828,E002828,A019,Level 2,9,18,User Error,No
INC002829,E002829,A031,Level 2,13,45,User Error,No
INC002830,E002830,A036,Level 2,10,56,Credential Leak,Yes
INC002831,E002831,A022,Level 1,5,61,Malware Payload,No
INC002832,E002832,A023,Level 1,10,24,Configuration Weakness,No
INC002833,E002833,A016,Level 3,5,37,Malware Payload,Yes
INC002834,E002834,A023,Level 2,12,22,Configuration Weakness,Yes
INC002835,E002835,A033,Level 2,3,39,Configuration Weakness,Yes
INC002836,E002836,A010,Level 3,2,61,User Error,No
INC002837,E002837,A049,Level 1,4,13,User Error,Yes
INC002838,E002838,A034,Level 3,1,39,Zero Day Exploit,No
INC002839,E002839,A044,Level 2,4,38,Zero Day Exploit,Yes
INC002840,E002840,A016,Level 1,12,53,Malware Payload,No
INC002841,E002841,A022,Level 3,12,60,Configuration Weakness,Yes
INC002842,E002842,A037,Level 3,11,23,Configuration Weakness,No
INC002843,E002843,A012,Level 3,3,55,Zero Day Exploit,Yes
INC002844,E002844,A022,Level 1,8,19,Configuration Weakness,No
INC002845,E002845,A032,Level 1,10,65,Configuration Weakness,Yes
INC002846,E002846,A004,Level 1,1,59,Malware Payload,No
INC002847,E002847,A002,Level 1,10,20,Credential Leak,No
INC002848,E002848,A030,Level 2,6,21,Malware Payload,Yes
INC002849,E002849,A045,Level 3,4,18,Configuration Weakness,Yes
INC002850,E002850,A048,Level 1,14,54,User Error,Yes
INC002851,E002851,A032,Level 1,5,17,Malware Payload,No
INC002852,E002852,A003,Level 3,8,43,User Error,No
INC002853,E002853,A019,Level 2,13,20,User Error,No
INC002854,E002854,A002,Level 2,8,26,Malware Payload,Yes
INC002855,E002855,A020,Level 1,11,53,Malware Payload,No
INC002856,E002856,A028,Level 2,5,54,Zero Day Exploit,No
INC002857,E002857,A016,Level 1,4,19,User Error,No
INC002858,E002858,A027,Level 2,1,59,Credential Leak,No
INC002859,E002859,A039,Level 2,3,46,Malware Payload,Yes
INC002860,E002860,A037,Level 2,6,18,Zero Day Exploit,No
INC002861,E002861,A015,Level 1,1,18,Credential Leak,Yes
INC002862,E002862,A011,Level 2,5,54,Zero Day Exploit,No
INC002863,E002863,A049,Level 1,7,23,Zero Day Exploit,Yes
INC002864,E002864,A037,Level 3,6,24,Configuration Weakness,No
INC002865,E002865,A027,Level 2,10,45,User Error,Yes
INC002866,E002866,A017,Level 1,9,48,Zero Day Exploit,No
INC002867,E002867,A013,Level 1,14,62,Credential Leak,No
INC002868,E002868,A034,Level 3,7,55,Zero Day Exploit,Yes
INC002869,E002869,A037,Level 3,7,53,Credential Leak,No
INC002870,E002870,A045,Level 3,14,38,Configuration Weakness,No
INC002871,E002871,A003,Level 2,9,36,Configuration Weakness,Yes
INC002872,E002872,A031,Level 1,9,43,Zero Day Exploit,No
INC002873,E002873,A012,Level 1,3,49,Credential Leak,Yes
INC002874,E002874,A029,Level 2,9,24,Zero Day Exploit,No
INC002875,E002875,A016,Level 3,3,20,Configuration Weakness,Yes
INC002876,E002876,A014,Level 1,10,29,Malware Payload,No
INC002877,E002877,A013,Level 2,2,30,Configuration Weakness,Yes
INC002878,E002878,A023,Level 3,14,20,Credential Leak,Yes
INC002879,E002879,A028,Level 3,6,43,Malware Payload,Yes
INC002880,E002880,A027,Level 1,6,51,Configuration Weakness,Yes
INC002881,E002881,A048,Level 2,11,61,Credential Leak,No
INC002882,E002882,A011,Level 1,9,59,Credential Leak,Yes
INC002883,E002883,A017,Level 2,7,21,Malware Payload,No
INC002884,E002884,A049,Level 1,1,6,User Error,No
INC002885,E002885,A008,Level 2,14,54,User Error,No
INC002886,E002886,A027,Level 2,7,17,Credential Leak,Yes
INC002887,E002887,A005,Level 3,5,52,Configuration Weakness,No
INC002888,E002888,A033,Level 3,4,29,User Error,Yes
INC002889,E002889,A026,Level 2,8,47,Zero Day Exploit,No
INC002890,E002890,A041,Level 3,9,34,Configuration Weakness,Yes
INC002891,E002891,A035,Level 3,6,13,Malware Payload,No
INC002892,E002892,A015,Level 3,10,39,Zero Day Exploit,Yes
INC002893,E002893,A008,Level 2,13,45,Malware Payload,No
INC002894,E002894,A031,Level 3,6,34,Configuration Weakness,No
INC002895,E002895,A024,Level 2,3,13,Configuration Weakness,Yes
INC002896,E002896,A044,Level 2,12,57,Configuration Weakness,Yes
INC002897,E002897,A049,Level 3,4,33,Zero Day Exploit,No
INC002898,E002898,A019,Level 2,13,72,Zero Day Exploit,Yes
INC002899,E002899,A028,Level 1,12,67,Credential Leak,Yes
INC002900,E002900,A017,Level 3,9,30,Credential Leak,Yes
INC002901,E002901,A035,Level 2,4,27,Zero Day Exploit,No
INC002902,E002902,A013,Level 1,1,35,User Error,Yes
INC002903,E002903,A045,Level 1,4,44,Malware Payload,Yes
INC002904,E002904,A013,Level 2,2,10,Zero Day Exploit,Yes
INC002905,E002905,A038,Level 3,9,68,Zero Day Exploit,Yes
INC002906,E002906,A020,Level 2,6,52,Configuration Weakness,Yes
INC002907,E002907,A001,Level 3,11,69,Malware Payload,Yes
INC002908,E002908,A018,Level 3,12,32,Configuration Weakness,Yes
INC002909,E002909,A026,Level 2,1,60,Credential Leak,No
INC002910,E002910,A017,Level 3,13,57,Zero Day Exploit,No
INC002911,E002911,A013,Level 3,8,54,Credential Leak,Yes
INC002912,E002912,A014,Level 1,11,56,Credential Leak,Yes
INC002913,E002913,A045,Level 1,11,18,Credential Leak,Yes
INC002914,E002914,A036,Level 1,3,53,User Error,No
INC002915,E002915,A014,Level 3,2,8,Malware Payload,Yes
INC002916,E002916,A024,Level 3,12,59,Malware Payload,Yes
INC002917,E002917,A003,Level 1,12,32,Configuration Weakness,Yes
INC002918,E002918,A026,Level 2,2,40,Configuration Weakness,No
INC002919,E002919,A004,Level 3,8,19,Zero Day Exploit,Yes
INC002920,E002920,A033,Level 2,4,15,Configuration Weakness,No
INC002921,E002921,A049,Level 3,13,28,Credential Leak,No
INC002922,E002922,A001,Level 1,14,35,Malware Payload,No
INC002923,E002923,A020,Level 3,12,58,Configuration Weakness,No
INC002924,E002924,A011,Level 2,9,37,User Error,Yes
INC002925,E002925,A001,Level 2,6,11,Configuration Weakness,Yes
INC002926,E002926,A038,Level 1,4,49,Credential Leak,No
INC002927,E002927,A035,Level 1,6,29,Zero Day Exploit,Yes
INC002928,E002928,A029,Level 3,6,40,Zero Day Exploit,No
INC002929,E002929,A041,Level 3,8,58,Zero Day Exploit,Yes
INC002930,E002930,A050,Level 3,11,59,Zero Day Exploit,Yes
INC002931,E002931,A029,Level 3,14,53,Malware Payload,Yes
INC002932,E002932,A018,Level 2,3,46,Malware Payload,No
INC002933,E002933,A016,Level 3,3,40,User Error,Yes
INC002934,E002934,A050,Level 2,2,29,Malware Payload,Yes
INC002935,E002935,A016,Level 1,13,48,Configuration Weakness,No
INC002936,E002936,A011,Level 3,6,48,User Error,No
INC002937,E002937,A007,Level 3,12,38,Configuration Weakness,No
INC002938,E002938,A028,Level 3,4,37,Zero Day Exploit,Yes
INC002939,E002939,A004,Level 3,13,44,Credential Leak,No
INC002940,E002940,A036,Level 1,13,30,Configuration Weakness,No
INC002941,E002941,A025,Level 2,7,54,Configuration Weakness,Yes
INC002942,E002942,A018,Level 3,7,36,Configuration Weakness,Yes
INC002943,E002943,A036,Level 1,10,26,User Error,No
INC002944,E002944,A029,Level 1,11,68,Zero Day Exploit,Yes
INC002945,E002945,A036,Level 1,11,66,Credential Leak,Yes
INC002946,E002946,A019,Level 3,7,26,Credential Leak,No
INC002947,E002947,A033,Level 2,8,49,Credential Leak,Yes
INC002948,E002948,A014,Level 2,13,68,Malware Payload,No
INC002949,E002949,A045,Level 1,6,50,Credential Leak,Yes
INC002950,E002950,A009,Level 2,1,27,Credential Leak,No
INC002951,E002951,A002,Level 3,2,34,Credential Leak,Yes
INC002952,E002952,A040,Level 3,1,58,User Error,Yes
INC002953,E002953,A046,Level 1,2,10,Credential Leak,Yes
INC002954,E002954,A028,Level 2,9,23,Credential Leak,No
INC002955,E002955,A005,Level 3,11,34,Credential Leak,No
INC002956,E002956,A042,Level 1,9,56,Credential Leak,No
INC002957,E002957,A046,Level 1,1,12,Zero Day Exploit,No
INC002958,E002958,A048,Level 2,12,62,Credential Leak,Yes
INC002959,E002959,A033,Level 2,3,24,User Error,Yes
INC002960,E002960,A022,Level 2,4,60,Credential Leak,No
INC002961,E002961,A046,Level 2,8,22,Malware Payload,No
INC002962,E002962,A037,Level 1,7,66,Malware Payload,No
INC002963,E002963,A022,Level 3,9,67,Zero Day Exploit,No
INC002964,E002964,A005,Level 3,1,22,Malware Payload,Yes
INC002965,E002965,A029,Level 2,12,25,User Error,Yes
INC002966,E002966,A013,Level 3,1,8,Credential Leak,Yes
INC002967,E002967,A019,Level 1,2,12,User Error,No
INC002968,E002968,A021,Level 1,13,23,Zero Day Exploit,No
INC002969,E002969,A025,Level 2,3,24,Configuration Weakness,Yes
INC002970,E002970,A008,Level 2,14,67,Malware Payload,Yes
INC002971,E002971,A040,Level 2,5,21,Malware Payload,Yes
INC002972,E002972,A026,Level 1,8,56,Configuration Weakness,Yes
INC002973,E002973,A029,Level 3,8,40,Credential Leak,Yes
INC002974,E002974,A049,Level 1,4,34,Malware Payload,No
INC002975,E002975,A001,Level 1,4,40,Malware Payload,Yes
INC002976,E002976,A020,Level 1,4,49,Credential Leak,No
INC002977,E002977,A006,Level 3,7,39,Zero Day Exploit,No
INC002978,E002978,A040,Level 3,9,15,Configuration Weakness,No
INC002979,E002979,A021,Level 2,12,64,Configuration Weakness,Yes
INC002980,E002980,A034,Level 2,12,31,Configuration Weakness,No
INC002981,E002981,A001,Level 2,14,58,Malware Payload,Yes
INC002982,E002982,A040,Level 1,1,40,Configuration Weakness,Yes
INC002983,E002983,A009,Level 3,10,38,User Error,Yes
INC002984,E002984,A011,Level 3,9,15,Credential Leak,No
INC002985,E002985,A038,Level 2,7,62,Zero Day Exploit,No
INC002986,E002986,A003,Level 1,11,46,Credential Leak,No
INC002987,E002987,A029,Level 2,9,51,User Error,No
INC002988,E002988,A031,Level 2,2,30,Malware Payload,No
INC002989,E002989,A014,Level 3,8,39,Zero Day Exploit,Yes
INC002990,E002990,A001,Level 3,7,50,Credential Leak,Yes
INC002991,E002991,A022,Level 2,11,17,Configuration Weakness,No
INC002992,E002992,A021,Level 2,12,31,Zero Day Exploit,No
INC002993,E002993,A008,Level 1,12,55,Malware Payload,No
INC002994,E002994,A001,Level 1,4,37,Credential Leak,No
INC002995,E002995,A008,Level 2,5,11,Configuration Weakness,No
INC002996,E002996,A013,Level 1,10,40,Credential Leak,No
INC002997,E002997,A026,Level 1,5,56,Zero Day Exploit,No
INC002998,E002998,A019,Level 3,6,27,User Error,No
INC002999,E002999,A039,Level 2,11,23,Malware Payload,Yes
INC003000,E003000,A033,Level 1,1,28,User Error,Yes
INC003001,E003001,A015,Level 3,13,25,Credential Leak,No
INC003002,E003002,A022,Level 2,2,56,User Error,No
INC003003,E003003,A017,Level 2,6,55,Configuration Weakness,No
INC003004,E003004,A036,Level 1,5,16,User Error,Yes
INC003005,E003005,A027,Level 1,8,44,User Error,Yes
INC003006,E003006,A016,Level 3,11,47,Malware Payload,Yes
INC003007,E003007,A041,Level 2,11,61,Malware Payload,No
INC003008,E003008,A038,Level 2,7,16,Credential Leak,Yes
INC003009,E003009,A035,Level 3,10,37,Configuration Weakness,No
INC003010,E003010,A049,Level 2,1,15,Malware Payload,Yes
INC003011,E003011,A019,Level 1,11,41,User Error,Yes
INC003012,E003012,A013,Level 2,4,32,Zero Day Exploit,No
INC003013,E003013,A034,Level 2,2,41,User Error,No
INC003014,E003014,A007,Level 1,7,45,Credential Leak,Yes
INC003015,E003015,A037,Level 1,14,61,Credential Leak,Yes
INC003016,E003016,A011,Level 1,2,33,Malware Payload,Yes
INC003017,E003017,A002,Level 3,4,22,User Error,No
INC003018,E003018,A014,Level 1,9,14,Zero Day Exploit,Yes
INC003019,E003019,A013,Level 2,14,59,User Error,No
INC003020,E003020,A029,Level 3,7,58,Malware Payload,Yes
INC003021,E003021,A003,Level 2,1,39,Zero Day Exploit,No
INC003022,E003022,A026,Level 2,11,20,Malware Payload,No
INC003023,E003023,A009,Level 1,7,46,Configuration Weakness,No
INC003024,E003024,A042,Level 1,7,13,Credential Leak,No
INC003025,E003025,A029,Level 3,6,54,Zero Day Exploit,No
INC003026,E003026,A045,Level 1,3,28,User Error,Yes
INC003027,E003027,A004,Level 2,6,42,Configuration Weakness,Yes
INC003028,E003028,A026,Level 2,12,43,Credential Leak,No
INC003029,E003029,A025,Level 2,7,25,Malware Payload,No
INC003030,E003030,A038,Level 3,10,34,Zero Day Exploit,Yes
INC003031,E003031,A047,Level 1,2,22,User Error,No
INC003032,E003032,A031,Level 1,7,56,Credential Leak,Yes
INC003033,E003033,A038,Level 2,1,40,Credential Leak,No
INC003034,E003034,A022,Level 2,7,32,Malware Payload,Yes
INC003035,E003035,A009,Level 1,8,22,Malware Payload,No
INC003036,E003036,A022,Level 2,2,21,Configuration Weakness,Yes
INC003037,E003037,A035,Level 3,11,65,Malware Payload,No
INC003038,E003038,A020,Level 1,7,50,Malware Payload,Yes
INC003039,E003039,A025,Level 3,10,67,Credential Leak,No
INC003040,E003040,A037,Level 2,11,29,Configuration Weakness,Yes
INC003041,E003041,A044,Level 2,4,47,Credential Leak,No
INC003042,E003042,A018,Level 3,10,29,Malware Payload,No
INC003043,E003043,A033,Level 3,8,67,Malware Payload,No
INC003044,E003044,A039,Level 1,6,27,Malware Payload,No
INC003045,E003045,A034,Level 2,6,64,Zero Day Exploit,Yes
INC003046,E003046,A020,Level 1,2,59,Malware Payload,Yes
INC003047,E003047,A021,Level 3,5,56,Configuration Weakness,No
INC003048,E003048,A040,Level 1,9,41,User Error,No
INC003049,E003049,A017,Level 2,6,64,User Error,Yes
INC003050,E003050,A030,Level 1,6,21,Credential Leak,Yes
INC003051,E003051,A024,Level 2,9,18,User Error,No
INC003052,E003052,A047,Level 1,11,62,Credential Leak,No
INC003053,E003053,A005,Level 1,3,52,Malware Payload,No
INC003054,E003054,A017,Level 2,14,59,Zero Day Exploit,No
INC003055,E003055,A018,Level 1,2,47,Credential Leak,No
INC003056,E003056,A006,Level 3,14,64,Zero Day Exploit,Yes
INC003057,E003057,A017,Level 2,9,47,Configuration Weakness,Yes
INC003058,E003058,A029,Level 3,8,51,Zero Day Exploit,Yes
INC003059,E003059,A015,Level 2,8,56,Credential Leak,Yes
INC003060,E003060,A044,Level 1,12,64,Malware Payload,No
INC003061,E003061,A035,Level 2,13,63,Credential Leak,No
INC003062,E003062,A001,Level 3,2,26,Credential Leak,No
INC003063,E003063,A002,Level 1,3,36,Zero Day Exploit,Yes
INC003064,E003064,A039,Level 3,5,21,Zero Day Exploit,No
INC003065,E003065,A026,Level 2,4,45,Malware Payload,No
INC003066,E003066,A045,Level 2,14,27,Credential Leak,Yes
INC003067,E003067,A006,Level 2,10,27,Credential Leak,Yes
INC003068,E003068,A034,Level 2,4,37,Zero Day Exploit,No
INC003069,E003069,A027,Level 3,4,54,Credential Leak,No
INC003070,E003070,A005,Level 2,3,44,Zero Day Exploit,Yes
INC003071,E003071,A049,Level 3,12,35,Credential Leak,Yes
INC003072,E003072,A035,Level 1,2,29,Zero Day Exploit,Yes
INC003073,E003073,A013,Level 1,9,42,Credential Leak,Yes
INC003074,E003074,A020,Level 3,13,19,Malware Payload,No
INC003075,E003075,A020,Level 1,13,48,Malware Payload,No
INC003076,E003076,A026,Level 2,12,46,User Error,No
INC003077,E003077,A037,Level 2,2,20,Credential Leak,Yes
INC003078,E003078,A050,Level 2,3,31,Zero Day Exploit,No
INC003079,E003079,A020,Level 2,11,24,Zero Day Exploit,No
INC003080,E003080,A037,Level 3,10,44,User Error,No
INC003081,E003081,A007,Level 1,3,10,Configuration Weakness,No
INC003082,E003082,A025,Level 1,13,23,Configuration Weakness,Yes
INC003083,E003083,A005,Level 3,12,23,Zero Day Exploit,Yes
INC003084,E003084,A017,Level 3,5,33,Zero Day Exploit,Yes
INC003085,E003085,A002,Level 3,5,42,Malware Payload,Yes
INC003086,E003086,A002,Level 2,6,51,Zero Day Exploit,No
INC003087,E003087,A021,Level 1,5,46,User Error,No
INC003088,E003088,A026,Level 3,6,50,Credential Leak,No
INC003089,E003089,A039,Level 1,11,68,Configuration Weakness,Yes
INC003090,E003090,A039,Level 1,14,56,Zero Day Exploit,Yes
INC003091,E003091,A006,Level 2,3,38,Zero Day Exploit,No
INC003092,E003092,A001,Level 2,3,9,Configuration Weakness,No
INC003093,E003093,A041,Level 2,13,71,User Error,No
INC003094,E003094,A045,Level 1,12,63,Credential Leak,No
INC003095,E003095,A034,Level 2,1,31,Configuration Weakness,Yes
INC003096,E003096,A031,Level 2,3,25,Malware Payload,Yes
INC003097,E003097,A016,Level 1,9,37,Zero Day Exploit,No
INC003098,E003098,A028,Level 3,2,44,User Error,Yes
INC003099,E003099,A002,Level 1,3,44,Malware Payload,No
INC003100,E003100,A017,Level 2,10,47,Credential Leak,No
INC003101,E003101,A025,Level 1,6,16,Credential Leak,Yes
INC003102,E003102,A037,Level 3,13,19,User Error,Yes
INC003103,E003103,A047,Level 2,3,57,User Error,Yes
INC003104,E003104,A001,Level 1,6,12,Configuration Weakness,No
INC003105,E003105,A005,Level 3,4,31,Credential Leak,Yes
INC003106,E003106,A043,Level 1,3,18,Credential Leak,No
INC003107,E003107,A009,Level 1,6,60,User Error,No
INC003108,E003108,A024,Level 3,8,33,User Error,No
INC003109,E003109,A028,Level 3,5,38,Configuration Weakness,Yes
INC003110,E003110,A043,Level 1,14,70,Zero Day Exploit,No
INC003111,E003111,A048,Level 2,2,56,Credential Leak,Yes
INC003112,E003112,A028,Level 2,3,29,User Error,Yes
INC003113,E003113,A005,Level 3,5,10,Malware Payload,Yes
INC003114,E003114,A046,Level 3,10,15,Malware Payload,Yes
INC003115,E003115,A020,Level 3,7,66,Zero Day Exploit,No
INC003116,E003116,A014,Level 2,10,45,User Error,Yes
INC003117,E003117,A022,Level 3,3,51,Credential Leak,Yes
INC003118,E003118,A035,Level 3,1,43,Credential Leak,Yes
INC003119,E003119,A032,Level 3,2,14,Malware Payload,Yes
INC003120,E003120,A049,Level 1,14,29,Malware Payload,No
INC003121,E003121,A046,Level 2,11,47,User Error,Yes
INC003122,E003122,A016,Level 3,11,32,User Error,Yes
INC003123,E003123,A030,Level 3,3,20,User Error,Yes
INC003124,E003124,A033,Level 3,7,47,User Error,Yes
INC003125,E003125,A024,Level 3,10,31,Malware Payload,Yes
INC003126,E003126,A043,Level 2,14,48,Configuration Weakness,No
INC003127,E003127,A043,Level 2,3,9,User Error,No
INC003128,E003128,A046,Level 2,7,48,Configuration Weakness,Yes
INC003129,E003129,A004,Level 2,7,33,Malware Payload,Yes
INC003130,E003130,A043,Level 3,7,65,Credential Leak,Yes
INC003131,E003131,A007,Level 3,11,68,User Error,No
INC003132,E003132,A014,Level 3,11,65,Credential Leak,Yes
INC003133,E003133,A022,Level 1,4,12,Configuration Weakness,Yes
INC003134,E003134,A008,Level 2,11,65,Malware Payload,No
INC003135,E003135,A025,Level 2,3,46,Zero Day Exploit,No
INC003136,E003136,A018,Level 1,6,62,Malware Payload,Yes
INC003137,E003137,A045,Level 2,8,15,User Error,Yes
INC003138,E003138,A004,Level 3,7,57,Zero Day Exploit,Yes
INC003139,E003139,A007,Level 3,12,31,User Error,Yes
INC003140,E003140,A031,Level 3,10,23,Credential Leak,Yes
INC003141,E003141,A001,Level 2,9,25,Zero Day Exploit,Yes
INC003142,E003142,A003,Level 1,4,28,User Error,Yes
INC003143,E003143,A012,Level 3,11,35,Malware Payload,Yes
INC003144,E003144,A025,Level 1,8,14,Configuration Weakness,No
INC003145,E003145,A044,Level 2,2,24,User Error,No
INC003146,E003146,A047,Level 2,4,13,Zero Day Exploit,No
INC003147,E003147,A039,Level 2,7,43,User Error,No
INC003148,E003148,A023,Level 3,2,19,Credential Leak,Yes
INC003149,E003149,A015,Level 3,12,58,Zero Day Exploit,No
INC003150,E003150,A014,Level 1,11,50,Configuration Weakness,No
INC003151,E003151,A006,Level 3,11,53,Malware Payload,No
INC003152,E003152,A049,Level 2,5,16,Malware Payload,No
INC003153,E003153,A034,Level 1,2,7,Malware Payload,Yes
INC003154,E003154,A044,Level 3,3,61,User Error,No
INC003155,E003155,A012,Level 3,10,57,Malware Payload,Yes
INC003156,E003156,A039,Level 2,8,26,Malware Payload,Yes
INC003157,E003157,A001,Level 3,8,45,Configuration Weakness,No
INC003158,E003158,A024,Level 3,2,30,Malware Payload,No
INC003159,E003159,A026,Level 3,5,25,Configuration Weakness,No
INC003160,E003160,A049,Level 2,6,40,User Error,No
INC003161,E003161,A011,Level 3,1,56,User Error,No
INC003162,E003162,A041,Level 2,14,39,Configuration Weakness,Yes
INC003163,E003163,A011,Level 2,4,17,Configuration Weakness,No
INC003164,E003164,A023,Level 3,6,57,Credential Leak,No
INC003165,E003165,A004,Level 3,4,45,Malware Payload,Yes
INC003166,E003166,A043,Level 1,1,18,Configuration Weakness,No
INC003167,E003167,A022,Level 3,11,32,Zero Day Exploit,Yes
INC003168,E003168,A017,Level 2,5,42,Malware Payload,Yes
INC003169,E003169,A030,Level 2,10,31,Zero Day Exploit,Yes
INC003170,E003170,A041,Level 2,13,66,User Error,No
INC003171,E003171,A031,Level 2,10,15,Zero Day Exploit,Yes
INC003172,E003172,A003,Level 1,1,9,User Error,No
INC003173,E003173,A050,Level 2,5,31,Configuration Weakness,No
INC003174,E003174,A016,Level 3,6,60,Configuration Weakness,No
INC003175,E003175,A006,Level 3,6,16,Malware Payload,Yes
INC003176,E003176,A008,Level 1,2,13,Zero Day Exploit,Yes
INC003177,E003177,A049,Level 1,12,18,Credential Leak,No
INC003178,E003178,A012,Level 3,1,24,Configuration Weakness,No
INC003179,E003179,A040,Level 3,14,20,User Error,Yes
INC003180,E003180,A028,Level 1,5,57,Credential Leak,No
INC003181,E003181,A043,Level 2,1,24,User Error,No
INC003182,E003182,A005,Level 1,4,46,Credential Leak,Yes
INC003183,E003183,A023,Level 1,14,41,Credential Leak,No
INC003184,E003184,A027,Level 2,3,31,Zero Day Exploit,Yes
INC003185,E003185,A035,Level 1,13,20,Configuration Weakness,Yes
INC003186,E003186,A001,Level 3,12,42,Configuration Weakness,Yes
INC003187,E003187,A048,Level 2,5,20,Configuration Weakness,Yes
INC003188,E003188,A012,Level 1,11,70,User Error,Yes
INC003189,E003189,A037,Level 1,6,29,Configuration Weakness,No
INC003190,E003190,A019,Level 1,4,26,Credential Leak,No
INC003191,E003191,A046,Level 3,3,15,User Error,Yes
INC003192,E003192,A003,Level 3,7,49,Credential Leak,Yes
INC003193,E003193,A019,Level 1,12,21,Malware Payload,Yes
INC003194,E003194,A007,Level 2,7,53,Credential Leak,Yes
INC003195,E003195,A014,Level 1,11,58,User Error,No
INC003196,E003196,A048,Level 2,6,18,User Error,No
INC003197,E003197,A008,Level 1,14,37,Credential Leak,Yes
INC003198,E003198,A026,Level 1,8,29,Credential Leak,No
INC003199,E003199,A042,Level 1,12,57,Credential Leak,No
INC003200,E003200,A034,Level 3,2,22,Malware Payload,Yes
INC003201,E003201,A005,Level 2,7,33,Configuration Weakness,Yes
INC003202,E003202,A003,Level 1,8,67,Credential Leak,Yes
INC003203,E003203,A039,Level 1,8,67,Malware Payload,No
INC003204,E003204,A031,Level 3,1,26,Malware Payload,Yes
INC003205,E003205,A047,Level 1,5,55,Configuration Weakness,No
INC003206,E003206,A004,Level 3,12,67,User Error,No
INC003207,E003207,A018,Level 2,9,33,Credential Leak,No
INC003208,E003208,A035,Level 3,8,19,User Error,No
INC003209,E003209,A049,Level 2,3,53,Credential Leak,Yes
INC003210,E003210,A015,Level 3,13,27,Zero Day Exploit,No
INC003211,E003211,A041,Level 2,11,50,User Error,No
INC003212,E003212,A050,Level 2,2,59,Malware Payload,Yes
INC003213,E003213,A002,Level 3,5,63,Malware Payload,Yes
INC003214,E003214,A048,Level 2,4,30,Malware Payload,No
INC003215,E003215,A035,Level 3,9,16,Credential Leak,No
INC003216,E003216,A011,Level 1,9,53,Configuration Weakness,Yes
INC003217,E003217,A019,Level 2,8,35,Zero Day Exploit,Yes
INC003218,E003218,A017,Level 1,3,22,Configuration Weakness,No
INC003219,E003219,A040,Level 3,1,23,Zero Day Exploit,Yes
INC003220,E003220,A030,Level 1,13,34,Configuration Weakness,Yes
INC003221,E003221,A010,Level 2,10,46,Credential Leak,No
INC003222,E003222,A022,Level 2,7,25,Credential Leak,No
INC003223,E003223,A013,Level 3,12,28,Malware Payload,No
INC003224,E003224,A019,Level 3,2,52,Configuration Weakness,No
INC003225,E003225,A014,Level 3,5,14,Zero Day Exploit,No
INC003226,E003226,A006,Level 1,5,59,Credential Leak,Yes
INC003227,E003227,A041,Level 1,3,56,Configuration Weakness,Yes
INC003228,E003228,A023,Level 3,14,62,Zero Day Exploit,Yes
INC003229,E003229,A031,Level 1,14,38,Credential Leak,Yes
INC003230,E003230,A044,Level 1,12,26,Configuration Weakness,Yes
INC003231,E003231,A048,Level 2,2,33,Malware Payload,Yes
INC003232,E003232,A035,Level 3,2,10,Malware Payload,No
INC003233,E003233,A045,Level 1,1,22,Configuration Weakness,Yes
INC003234,E003234,A050,Level 2,4,33,Malware Payload,Yes
INC003235,E003235,A020,Level 2,1,24,Zero Day Exploit,Yes
INC003236,E003236,A026,Level 2,5,25,Credential Leak,No
INC003237,E003237,A009,Level 1,6,53,Configuration Weakness,Yes
INC003238,E003238,A029,Level 1,10,66,Credential Leak,Yes
INC003239,E003239,A001,Level 3,1,38,Malware Payload,Yes
INC003240,E003240,A043,Level 2,7,59,Credential Leak,No
INC003241,E003241,A015,Level 2,6,12,Zero Day Exploit,Yes
INC003242,E003242,A022,Level 1,10,67,Credential Leak,No
INC003243,E003243,A013,Level 3,10,35,Credential Leak,Yes
INC003244,E003244,A005,Level 1,3,27,Credential Leak,Yes
INC003245,E003245,A026,Level 3,9,55,Credential Leak,No
INC003246,E003246,A018,Level 2,8,63,User Error,Yes
INC003247,E003247,A019,Level 2,8,59,Zero Day Exploit,No
INC003248,E003248,A039,Level 2,3,62,Credential Leak,No
INC003249,E003249,A013,Level 3,8,16,Credential Leak,No
INC003250,E003250,A012,Level 2,4,59,Zero Day Exploit,No
INC003251,E003251,A030,Level 2,12,34,Credential Leak,No
